#
# Results on Wed, 04 Jun 2025 09:10:53 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0
# Design number was non-random = 5
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. Field name.
# 9. Field value.
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,1,0,information-letter,NULL,,yes
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,language_specified,Turkish
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,country_specified,
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,gender,Male
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,education,other
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,language,other
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,country,netherlands
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,Form,0,0,personal_details,NULL,study,ai
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. item.
# 14. Relation_Count.
# 15. Branching.
# 16. Approach.
# 17. Representation.
# 18. Question.
# 19. CorrectAnswer.
# 20. RT.
# 21. group.
# 22. questionId.
# 23. Comments.
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1749027495824,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,PennController,10,_Header_,Start,1749027495824,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,PennController,10,_Header_,End,1749027495824,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Elizabeth,1749027609113,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,4
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,Button,send,Click,Click,1749027609717,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,12,0,experiment,NULL,PennController,10,_Trial_,End,1749027609719,125,4,L,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,Amber's friend's friend's enemy,Elizabeth,1749027495855,13,0_L_eff1,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,16,0,experiment,NULL,PennController,14,_Trial_,Start,1749027609720,50,4,R,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,the enemy of the enemy of the enemy of Dana,Felicia,1749027609720,13,0_R_eee2,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,16,0,experiment,NULL,PennController,14,_Header_,Start,1749027609720,50,4,R,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,the enemy of the enemy of the enemy of Dana,Felicia,1749027609720,13,0_R_eee2,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,16,0,experiment,NULL,PennController,14,_Header_,End,1749027609720,50,4,R,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,the enemy of the enemy of the enemy of Dana,Felicia,1749027609720,13,0_R_eee2,NULL
1749028253,edb0c5b54fbc496e2415c37bda4d4b49,PennController,16,0,experiment,NULL,DropDown,answer,Selected,Felicia,1749027658307,50,4,R,SemanticApproach.EXTENSIONAL,Representation.ENGLISH,the enemy of the enemy of the enemy of Dana,Felicia,1749027609720,13,0_R_eee2,5
